386	consider	c__ __s__ __ __ __,  c__ __s__ __ __ __ __d	cân nhắc, xem xét, suy xét			[kən'sɪdə]	{{c1::consider}} something means to think about it.→  Pete didn't like his job. He {{c1::considered}} getting a new one.			consider /kən'sidə/   động từ  cân nhắc, xem xét, suy xét, suy nghĩ  all things considered: sau khi đã cân nhắc mọi điều  để ý đến, quan tâm đến, lưu ý đến  to consider the feelings of other people: quan tâm đến những tình cảm của người khác  xem như, coi như  he considers himself very important: tự nó coi mình là quan trọng lắm  có ý kiến là
387	destroy	d__ __ __ __ __y,  d__ __ __ __ __y__d	phá huỷ, tàn phá			[dɪ'strɔɪ]	To {{c1::destroy}} means to damage something so badly that it cannot be used.→  The glass was {{c1::destroyed}}.			ngoại động từ  phá, phá hoại, phá huỷ, tàn phá, tiêu diệt  làm mất hiệu lực, triệt phá  to destroy oneself: tự sát
388	entertain	e__ __ __ __ __ __n	giải trí, tiêu khiển			[ˌentə'teɪn]	To {{c1::entertain}} someone is to do something that they enjoy.→  The clown {{c1::entertain}}ed the kids at the party.			entertain   entertain /,entə'tein/   ngoại động từ  tiếp đãi; chiêu đãi  giải trí, tiêu khiển  nuôi dưỡng, ấp ủ (ảo tưởng, hy vọng, sự nghi ngờ, quan điểm...)  hoan nghênh, tán thành (ý kiến, đề nghị...)  trao đổi (thư từ...)  to entertain a discourse upon something  (từ cổ,nghĩa cổ), (văn học) bàn về cái gì
389	extra	__x__ __ __	thừa, thượng hạng, đặc biệt			['ekstrə]	If something is {{c1::extra}}, it is more than what is needed.→  The squirrel had {{c1::extra}}  nuts for the winter.			extra /'ekstrə/   tính từ  thêm, phụ, ngoại  thượng hạng, đặc biệt    phó từ  thêm, phụ, ngoại  to work extra: làm việc thêm ngoài  hơn thường lệ, đặc biệt    danh từ  cái phụ, cái thêm; món phải trả thêm  bài nhảy thêm  (điện ảnh) vai phụ, vai cho có mặt  đợt phát hành đặc biệt (báo)
390	goal	__o__ __	bàn thắng, mục đích, mục tiêu			[gəul]	A {{c1::goal}} is something you work toward.→  Her {{c1::goal}} was to become a doctor.			goal /goul/   danh từ  (thể dục,thể thao) khung thành gồm  to keep the goal: giữ gôn  (thể dục,thể thao) bàn thắng, điểm  to kick a goal: sút ghi một bàn thắng (bóng đá)  đích; mục đích, mục tiêu  to reach that goal: để đạt mục đích ấy
391	lie	__i__	nói dối, lừa dối			[laɪ]	To {{c1::lie}} is to say or write something untrue to deceive someone.→  Whenever Pinocchio {{c1::lie}}d to his father, his nose grew.			lie    lie   /lai/ danh từsự nói dối, sự lừa gạtđộng từnói dối, lừa dốinằm
392	meat	m__ __ __	thịt			[miːt]	{{c1::meat}} is food made of animals.→  This piece of {{c1::meat}} I'm eating tastes very good.			meat /mi:t/   danh từ  thịt  flesh meat: thịt tươi to obstain from meat: kiêng thịt, ăn chay  (từ cổ,nghĩa cổ) thức ăn (nói chung)  meat and drink: thức ăn, thức uống  to be meat and drink to someone  làm cho ai khoái trá, làm cho ai vui thích  one man's meat is another man's poison  cái sướng cho người này là cái khổ cho người khác
393	opinion	o__ __ __ __ __ __	quan điểm, ý kiến, sự đánh giá			[ə'pɪnjən]	An {{c1::opinion}} is a thought about a person or a thing.→  Meg told me her {{c1::opinion}} of my story. She said it was not funny.			opinion /ə'pinjən/   danh từ  ý kiến, quan điểm  in my opinion: theo ý kiến tôi a matter of opinion: một vấn đề có thể tranh cãi  dư luận  public opinion: dư luận, công luận  sự đánh giá; (+ phủ định) sự đánh giá cao  to have a high opinion of somebody: đánh giá cao người nào to have no opinion of somebody: không đánh giá ai cao
394	real	__e__ __	thực tế, có thực, thật (không phải giả)			[rɪəl]	If something is {{c1::real}}, it actually exists.→  The handbag has a stamp on it, so it's {{c1::real}}.			real   real   tính từ  thực, thực tế, có thực  thật (không phải giả, không phải nhân tạo)  chân chính, đúng, xứng đáng với tên gọi  bất động    danh từ  thực tế       Real   Real / relative price   (Econ) Các giá thực tế/ tương đối.
395	reflect	__ __f__ __ __ __,  __ __f__ __ __ __ __d	phản chiếu, phản xạ, phản ánh			[rɪ'flekt]	To {{c1::reflect}} is when a surface sends back light, heat, sound or an image.→  Her face was {{c1::reflected}} on the smooth glass.			reflect /ri'flekt/   ngoại động từ  phản chiếu, phản xạ, dội lại  to reflect light: phản chiếu ánh sáng to reflect sound: dội lại âm thanh  phản ánh  their actions reflect their thoughts: hành động của họ phản ánh tư tưởng họ  mang lại (hành động, kết quả...)  the result reflects credit upon his family: kết quả ấy mang lại tiếng tốt cho gia đình anh ta  (từ hiếm,nghĩa hiếm) gập lại  to reflect the corner of the paper: gấp mép giấy lại   nội động từ (+ on, upon)  suy nghĩ, ngẫm nghĩ  to reflect upon what answers to make: suy nghĩ nên trả lời thế nào  làm hại lây, làm xấu lây, làm mang tiếng, làm mất uy tín  to reflect on someone's honour: làm ai mang tai mang tiếng  chỉ trích, chê trách, khiển trách  to reflect on somene's: chỉ trích ai to reflect upon someone's conduct: chỉ trích tư cách của ai
396	regard	r__g__ __ __	coi như, xem như			[rɪ'gɑːd]	To {{c1::regard}} someone or something is to think of them in a certain way.→  The boy {{c1::regarded}} the girl as a good friend.			danh từ  cái nhìn  sự quan tâm, sự chú ý, sự để ý  to have no regard to facts: không quan tâm đến sự việc  lòng yêu mến; sự kính trọng  to have [a] great regard for someone: rất kính mến ai  (số nhiều) lời chúc tụng ((thường) dùng ở cuối bức thư)  please give my best regards to your parents: mong anh chuyển giùm tới hai cụ nhà những lời chúc tụng tốt đẹp nhất của tôi with kind regards, yours sincerely: xin gửi tới anh những lời chúc mừng chân thành của tôi  in (with) regards to  về vấn đề, đối với vấn đề; về phần  in this regards  về mặt này, về lĩnh vực này, về điểm này  ngoại động từ  nhìn ((thường) + phó từ)  to regard somebody intently: nhìn ai chầm chầm to regard something with suspicion: nhìn cái gì bằng con mắt nghi ngờ  coi như, xem như  ((thường) phủ định) để ý, lưu ý, lưu tâm đến (việc gì)  not to regard someone's advice: không để ý đến lời khuyên của ai  có liên quan tới, dính dấp đến, dính dáng đến, có quan hệ tới  this matter does not regard me at all: vấn đề này chẳng dính dáng đến tôi một tí nào cả
397	serve	s__ __v__,  s__ __v__d	phục vụ, phụng sự			[sɜːv]	To {{c1::serve}} someone is to give them food or drinks.→  He {{c1::served}} us our drinks quickly.			serve /sə:v/   danh từ  (thể dục,thể thao) cú giao bóng; lượt giao bóng (quần vợt...)  whose serve is it?: đến lượt ai giao bóng?   động từ  phục vụ, phụng sự  to serve one's country: phục vụ tổ quốc to serve in the army: phục vụ trong quân đội to serve at table: đứng hầu bàn ăn  đáp ứng, có lợi cho, thoả mãn, hợp với  to serve a purpose: đáp ứng một mục đích to serve some private ends: có lợi cho những mục đích riêng 1 kg serves him for a week: một kilôgam có thể đủ cho anh ta trong một tuần nothing would serve him: chẳng có gì hợp với anh ta cả  dọn ăn, dọn bàn  to serve up dinner: dọn cơm ăn to serve somebody with soup: dọn cháo cho ai ăn to serve chicken three days running: cho ăn thịt gà ba ngày liền  cung cấp, tiếp tế; phân phát  to serve ammunition: tiếp đạn; phân phát đạn to serve ration: phân chia khẩu phần to serve the town with water: cung cấp nước cho thành phố to serve a battery: tiếp đạn cho một khẩu đội to serve a customer with something: bán cái gì cho một khách hàng  (thể dục,thể thao) giao bóng; giao (bóng)  to serve the ball: giao bóng  đối xử, đối đãi  you may serve me as you will: anh muốn đối với tôi thế nào cũng được to serve somebody a trick: chơi xỏ ai một vố  (pháp lý) tống đạt, gửi  to serve a writ on someone; to serve someone with a writ: tống đạt trát đòi người nào ra toà  dùng (về việc gì)  a sofa serving as a bed: một ghế xôfa dùng làm giường  nhảy (cái) (ngựa giống)  as occasion serves  khi có điều kiện thuận lợi, lúc thuận lợi  as memory serves  mỗi khi nhớ đến  to serve the devil  độc ác, nham hiểm  to serve God (the Lord)  ngoan đạo  if my memory serves me right  nếu tôi không nhầm  it serves him right!  (xem) right  to serve an office  làm hết một nhiệm kỳ  to serve one's apprenticeship  (xem) apprenticeship  to serve one's sentence  chịu hết hạn tù  to serve one's time  giữ chức vụ hết nhiệm kỳ  (như) to serve one's sentence  to serve somebody with the same sauce  to serve somebody out  trả thù ai, ăn miếng trả miếng ai
398	vegetable	v__g__ __ __ __ __ __	rau cỏ (noun & adj)			['veʤ(ə)təbl]	A {{c1::vegetable}} is a plant used as food.→  Carrots are my favorite {{c1::vegetable}}.			tính từ  (thực vật học) (thuộc) thực vật  vegetable kingdom: giới thực vật vegetable physiology: sinh lý thực vật  (thuộc) rau  vegetable soup: xúp rau   danh từ  rau  green vegetable: rau xanh
399	war	__a__	chiến tranh			[wɔː]	A {{c1::war}} is a big fight between two groups of people.→  Many young men died in the {{c1::war}}.			danh từ  chiến tranh  aggressive war: chiến tranh xâm lược nuclear war: chiến tranh hạt nhân local war: chiến tranh cục bộ war of nerves: chiến tranh cân não the Great Was; World War I: đại chiến I World War II: đại chiến II to be at war with: có chiến tranh với to declare war on (against, upon): tuyên chiến với to go to the wars: ra đi chiến đấu to make (wage) war on (upon): tiến thành chiến tranh với  đấu tranh  war between man and nature: sự đấu tranh của con người với thiên nhiên  (định ngữ) chiến tranh  war seat: chiến trường on a war footing: sẵn sàng chiến đấu, sẵn sàng lao vào chiến tranh war loan: nợ chiến tranh   nội động từ  (+ down) lấy chiến tranh để khuất phục  (nghĩa bóng) đấu tranh, chống lại, đối chọi, mâu thuẫn  warring principles: những nguyên tắc đối chọi nhau  (từ cổ,nghĩa cổ) (+ against, with) đánh nhau, gây chiến, xung đột  to war against (with) a neighbouring country: đánh nhau với một nước láng giềng
400	worth	w__ __ __ __	đáng giá, giá trị			[wɜːθ]	If something is {{c1::worth}} an amount of money, it costs that amount.→  Our house is {{c1::worth}} a lot of money.			worth /wə:θ/   tính từ vị ngữ  giá, đáng giá  it is not worth much: cái ấy không đáng giá bao nhiêu to be worth little: giá chẳng đáng bao nhiêu  đáng, bõ công  the book is worth reading: quyển sách đáng đọc is it worth while?: điều đó có bõ công không?, điều đó có đáng làm không? to be worth one's salt: làm lụng rất tốt, rất xứng đáng với đồng lương được hưởng  có  to be worth money: có tiền to die worth a million: chết để lại bạc triệu  for all one is worth  làm hết sức mình  for what it is worth  không bảo đảm, không kèm theo cam kết gì  danh từ  giá; giá cả  to have one's money's worth: mua được phải giá; mua được (cái gì) xứng với đồng tiền bỏ ra  số lượng (hàng...) vừa giá (một số tiền nào đấy)  give me a shilling's worth of flowers: bán cho tôi một silinh hoa  giá trị  a man of worth: người có giá trị
401	appear	a__ __e__ __,  a__ __e__ __d	biểu lộ, hình như, có vẻ			[ə'pɪə]	To {{c1::appear}} is to seem.→  She {{c1::appeared}} to be sad. She was crying.			appear /ə'piə/   nội động từ  xuất hiện, hiện ra, ló ra  trình diện; ra mắt  to appear before a court: ra hầu toà to appear on the stage: ra sân khấu (diễn viên)  được xuất bản (sách)  the book will appear in a week: một tuần nữa cuốn sách sẽ được xuất bản  hình như, có vẻ  there appears to be a mistake: hình như có một sự lầm lẫn  biểu lộ, lộ ra
402	base	__ __s__	nền tảng, chân đế			[beɪs]	The {{c1::base}} is the bottom of something.→  The {{c1::base}} of the table has three legs.			base /beis/   danh từ  cơ sở, nền, nền tảng, nền móng  đáy, chân đế  căn cứ  air base: căn cứ không quân military base: căn cứ quân sự base of operation: căn cứ tác chiến  (toán học) đường đáy, mặt đáy  base of a triangle: đáy tam giác  (toán học) cơ số  base of logarithm: cơ số của loga  (ngôn ngữ học) gốc từ  (hoá học) Bazơ  to be off one's base  (từ Mỹ,nghĩa Mỹ), (thông tục) mất trí  to get to first base  (từ Mỹ,nghĩa Mỹ), (thông tục) khởi công, bắt đầu làm (việc gì)  ngoại động từ  đặt tên, đặt cơ sở (cái gì) trên  dựa vào, căn cứ vào  to base oneself on facts: dựa vào thực tế   tính từ  hèn hạ, đê tiện; khúm núm, quỵ luỵ  thường, không quý (kim loại)  base metals: kim loại thường  giả (tiền)  base coin: đồng tiền giả
403	brain	__r__ __ __	não			[breɪn]	The {{c1::brain}} is the organ in your head that lets you think.→  You must use your {{c1::brain}} to solve the problem.			brain   brain /brein/   danh từ  óc, não  đầu óc, trí óc  (số nhiều) trí tuệ; trí lực; sự thông minh  (từ lóng) máy tính điện tử  to crack one's brains  dở điên, dở gàn  too have something on the brain  luôn luôn nghĩ ngợi về một điều gì; bị một điều gì ám ảnh  an idle brain is the devil's workshop  (tục ngữ) nhàn cư vi bất thiện  to make somebody's brain reel  làm cho ai choáng váng đầu óc  to pick (suck) somebody's brain  moi và dùng những ý kiến của ai  to rack cudgel, puzzle, beat, ransack) one's brains  nặn óc, vắt óc suy nghĩ  to turn somebody's brain  làm cho đầu óc ai hoa lên  làm cho ai đâm ra tự đắc lố bịch    ngoại động từ  đánh vỡ óc, đánh vỡ đầu (ai)
404	career	c__ __ __ __r	sự nghiệp			[kə'rɪə]	A {{c1::career}} is a job that you do for a large part of your life.→  He was in the hospitality business for most of his {{c1::career}}.			career   career /kə'riə/   danh từ  nghề, nghề nghiệp  to choose a career: chọn nghề  sự nghiệp (của một người); đời hoạt động; quá trình phát triển (của một đảng phái, một nguyên tắc)  at the end of his career: vào cuối đời hoạt động của anh ta we can learn much by reading about the careers of great men: chúng ta học tập được nhiều điều khi đọc về sự nghiệp của các vĩ nhân  tốc lực; sự chạy nhanh; sự lao nhanh; đà lao nhanh  in full career: hết tốc lực to stop somebody in mind career: chặn người nào khi đang trong đà chạy nhanh  (định ngữ), (từ Mỹ,nghĩa Mỹ) nhà nghề, chuyên nghiệp (ngoại giao...)  career man: tay ngoại giao nhà nghề   nội động từ  chạy nhanh, lao nhanh  chạy lung tung
405	clerk	c__ __ __k	giao dịch viên, thư ký, nhân viên			[klɜ͟:rk]	A {{c1::clerk}} is a type of worker. {{c1::clerk}}s in a store help customers.→  The {{c1::clerk}} added up her bill for the groceries.			danh từ  người thư ký  a bank clerk: thư ký ngân hàng chief clerk: chánh văn phòng clerk of the Court: viên lục sự  tu sĩ, giáo sĩ, mục sư ((cũng) clerk in holy orders)  (từ Mỹ,nghĩa Mỹ) người giúp việc bán hàng, nhân viên bán hàng  (từ cổ,nghĩa cổ) người biết đọc biết viết  to be no great clerk: là người không đọc thông viết thạo  clerk of the weather  (đùa cợt) nhà nghiên cứu khí tượng; (từ Mỹ,nghĩa Mỹ) giám đốc nha khí tượng  ông khí tượng (khí tượng nhân cách hoá)  clerk of the works  đốc công (trông nom việc xây dựng nhà cửa)  nội động từ  (từ Mỹ,nghĩa Mỹ) làm thư ký
406	effort	e__ __ __ __ __	nỗ lực			['efət]	{{c1::effort}} is hard work or an attempt to do something.→  He always puts a lot of {{c1::effort}} into his studies.			effort /'efət/   danh từ  sự cố gắng, sự ráng sức; sự cố thử làm, nỗ lực  sự ra tay  kết quả đạt được (của sự cố gắng)
407	enter	e__ __ __ __,  e__ __ __ __ __d	đi vào			['entə]	To {{c1::enter}} a place is to go into it.→  Two guards greeted me as I {{c1::entered}} the front door.			enter   enter /'entə/   nội động từ  đi vào  (sân khấu) ra  tuyên bố tham dự (cuộc thi)    ngoại động từ  đi vào (một nơi nào...); đâm (vào thịt...)  gia nhập (quân đội...)  bắt đầu luyện (chó ngựa)  ghi (tên vào sổ, cuộc thi...)  kết nạp, lấy vào  to enter into  đi vào (nơi nào)  tiến hành (cuộc nói chuyện, cuộc điều tra); thiết lập (quan hệ...); ký kết (hiệp nghị...)  thông cảm với (ý nghĩ, tình cảm của ai)  tự ràng buộc mình vào, tham dự (hợp đồng, hiệp ước...)  nằm trong (kế hoạch, sự tính toán)  to enter on (upon)  bắt đầu (một quá trình gì...); bắt đầu bàn về (một vấn đề...)  (pháp lý) tiếp nhận, tiếp thu (tài sản)  to enter an appearance  có ý đến dự (cuộc họp...); nhất định có mặt (ở cuộc mít tinh...)  to enter a protest  phản kháng; đề nghị ghi lời phản kháng của mình (vào văn bản...)  to enter up account books  kết toán sổ sách
408	excellent	__x__ __ __ __ __ __t	xuất sắc			['eks(ə)l(ə)nt]	When something is {{c1::excellent}}, it is very good.→  I got an {{c1::excellent}} score on my school test.			excellent /'eksələnt/   tính từ  hơn hẳn, trội hơn; rất tốt, thượng hạng, xuất sắc, ưu tú
409	hero	__ __ __o	anh hùng, người hùng			['hɪərəu]	A {{c1::hero}} is a brave person who does things to help others.→  To children, the man in the blue and red costume was a real {{c1::hero}}.			hero /'hiərou/   danh từ, số nhiều heroes  người anh hùng  nhân vật nam chính (trong một tác phẩm văn học)
410	hurry	h__ __ __ __,  h__ __ __ __ __d	vội vàng			['hʌrɪ]	To {{c1::hurry}} is to do something quickly.→  I {{c1::hurried}} home on my bike.			danh từ  sự vội vàng, sự hấp tấp, sự hối hả, sự gấp rút  why all this hurry?: việc gì phải vội vàng thế? is there any hurry?: có cần phải làm gấp không?  sự sốt ruột (muốn làm vội việc gì, mong có cái gì ngay...)  in a hurry  vội vàng, hối hả, gấp rút  sốt ruột  (thông tục) dễ dàng  you won't find anything better in a hurry: anh chẳng thể tìm được cái tốt hơn một cách dễ dàng đâu  (thông tục) vui lòng, sãn lòng  I shall not ask again in a hurry: tôi chẳng tội gì mà hỏi lại   ngoại động từ  thúc giục, giục làm gấp; bắt làm gấp  don't hurry me: đừng giục tôi to hurry someone into doing something: giục ai làm gấp việc gì  làm gấp, làm mau, làm vội vàng, xúc tiến nhanh (một công việc gì...)  ((thường) + away, along, out, into...) mang gấp đi, kéo vội đi, đưa vội đi, đẩy vội  to hurry someone out of the fire: kéo vội ai ra khỏi đám lửa to hurry the soldiers along to the front: đưa vội quân ra mặt trận   nội động từ  hành động vội vàng, hành động hấp tấp, làm gấp; đi gấp, đi vội vàng  don't hurry, there is plenty of time: đừng vội, con nhiều thì giờ lắm  to hurry away  to hurry off  đi vội vàng, hấp tấp ra đi  to hurry over  to hurry through  làm vội làm vàng cho xong việc (việc gì)  to hurry up  làm gấp, tiến hành gấp rút  hurry uphurry: mau lên!, nhanh lên
411	inform	i__ __ __ __ __	thông báo, báo tin, cho biết			[ɪn'fɔːm]	To {{c1::inform}} someone is to tell them about something.→  I called and {{c1::inform}}ed her about my idea.			ngoại động từ  báo tin cho; cho biết  truyền cho (ai...) (tình cảm, đức tính...)  to inform someone with the thriftiness: truyền cho ai tính tiết kiệm   nội động từ  cung cấp tin tức  cung cấp tài liệu (để buộc tội cho ai)
412	later	l__ __ __ __	muộn hơn, sau này			['leɪtə]	{{c1::later}} means after the present, expected, or usual time.→  She missed the train, so she'll arrive a little {{c1::later}} than expected.			Cấp so sánh của late - Trễ hơn, muộn hơn Phó từ - sau này , sau Thán từ Sau, nữa
413	leave	__ __ __v__	rời đi, bỏ đi			[liːv]	To {{c1::leave}} means to go away from someone or something.→  He packed his bag and was ready to {{c1::leave}} for home.			"leave /li:v/   danh từ  sự cho phép  by your leave: xin phép ông, xin phép anh to ask leave: xin phép to get leave: được phép to give leave: cho phép to refuse leave: từ chối không cho phép without a ""by (with) your leave "": không thèm xin phép  sự được phép nghỉ  to be on leave: nghỉ phép leave of absence: phép nghỉ; thời gian nghỉ có phép absent without leave: (quân sự) nghỉ không phép  sự cáo từ, sự cáo biệt  to take leave: cáo từ  to take French leave  (xem) French  to take leave of one's senses  (xem) sense  ngoại động từ  để lại, bỏ lại, bỏ quên  để lại (sau khi chết), di tặng  our ancesters left us a great cultural legacy: cha ông chúng ta để lại một gia tài văn hoá lớn  để, để mặc, để tuỳ  leave it at that: (thông tục) thôi cứ để mặc thế to leave something to somebody to decide: để tuỳ ai quyết định cái gì leave him to himself: cứ để mặc nó  bỏ đi, rời đi, lên đường đi  to leave Hanoi for Moscow: rời Hà nội đi Mát-xcơ-va  bỏ (trường...); thôi (việc)  to leave school: thôi học; bỏ trường   nội động từ  bỏ đi, rời đi  the train leaves at 4 p.m.: xe lửa đi vào lúc 4 giờ chiều  ngừng, thôi, nghỉ  to leave about  để lộn xộn, để bừa bãi  to leave alone  mặc kệ, bỏ mặc, không dính vào  leave him alone: để mặc nó, đừng có chòng nó  to leave behind  bỏ quên, để lại  to leave a good name behind: lưu danh, để lại tiếng thơm  to leave off  bỏ không mặc nữa (áo)  bỏ, ngừng lại, thôi  to leave off work: nghỉ việc, ngừng việc  to leave out  bỏ quên, bỏ sót, để sót  xoá đi  leave that word out: xoá từ ấy đi  to leave over  để lại về sau (chưa giải quyết ngay)  to leave the beaten track  không đi vào con đường mòn ((nghĩa đen) & (nghĩa bóng))  to leave go  to leave hold of  buông ra  to leave much to be desired  chưa tốt, còn nhiều điều đáng chê trách  to leave no means untried  to leave no stone unturned  dùng đủ mọi thủ đoạn, dở đủ mọi cách  to leave the rails  (xem) rail  to leave room for  nhường chỗ cho  to leave someone in the lurch  (xem) lurch  to leave to chance  phó mặc số mệnh  to leave word  dặn dò, dặn lại  to get left  (thông tục) bị bỏ rơi  to have no strength left: bị kiệt sức  this leaves him indifferent  việc ấy cũng chẳng làm cho nó quan tâm; nó thờ ơ với việc ấy"
414	locate	l__c__ __ __	xác định vị trí			[l'əukeɪt]	To {{c1::locate}} something is to find it.→  I could not {{c1::locate}} my keys in the house.			locate /lou'keit/   ngoại động từ  xác định đúng vị trí, xác định đúng chỗ; phát hiện vị trí  (từ Mỹ,nghĩa Mỹ) đặt vào một vị trí  (từ Mỹ,nghĩa Mỹ) đặt vị trí (để thiết lập đường xe lửa, xây dựng nhà cửa...)
415	nurse	n__r__ __	y tá, nữ y tá			[nɜːs]	{{c1::nurse}} is a person who helps sick people in the hospital.→  A {{c1::nurse}} helped me get better.			nurse /nə:s/   danh từ  (động vật học) cá nhám    danh từ  vú em, người bảo mẫu, người giữ trẻ  sự nuôi, sự cho bú, sự trông nom; sự được nuôi, sự được cho bú  a child at nurse: trẻ nhỏ đang tuổi phải cho bú  nơi nuôi dưỡng, xứ sở, vườn ương ((nghĩa bóng)), cái nôi ((nghĩa bóng))  the nurse of liberty: xứ sở của tự do  y tá, nữ y tá  (nông nghiệp) cây che bóng  (động vật học) ong thợ; kiến thợ    ngoại động từ  cho bú, nuôi, trông nom (trẻ nhỏ)  bồng, ãm; nựng  săn sóc (người bệnh); chữa (bệnh)  he stays at home mursing his cold: nó ở nhà để chữa cho hết cảm  chăm chút (cây con, mảnh vườn...); nâng niu (một việc gì...))  nuôi, nuôi dưỡng, ấp ủ (hy vọng, hận thù; phong trào văn nghệ...)  ngồi ôm lấy, ngồi thu mình bên (lồng ấp, đống lửa...)
416	operation	o__ __r__ __ __ __	sự phẩu thuật, ca mổ			[ˌɔp(ə)'reɪʃ(ə)n]	An {{c1::operation}} is when a doctor replaces or removes something in the body.→  The {{c1::operation}} on my arm was a success.			danh từ  sự hoạt động; quá trình hoạt động  to come into operation: bắt đầu hoạt động; đi vào sản xuất (nhà máy) the operation of thingking: quá trình tư duy  thao tác  hiệu quả, tác dụng  in operation: đang hoạt động, đang có tác dụng we must extend its operation: chúng ta phải phát huy tác dụng của điều đó  sự giao dịch tài chính  (y học) sự mổ xẻ; ca mổ  (quân sự) cuộc hành quân  (toán học) phép tính, phép toán
417	pain	p__ __ __	sự đau, làm đau đớn, đau nhức			[peɪn]	{{c1::pain}} is the feeling that you have when you are hurt.→  His head was full of {{c1::pain}}.			pain /pein/   danh từ  sự đau đớn, sự đau khổ (thể chất, tinh thần)  to have a pain in the head: đau đầu  (số nhiều) sự đau đẻ  (số nhiều) nỗi khó nhọc công sức  to take pains: bỏ công sức  hình phạt  pains and penalties: các hình phạt on (under) pain of death: sẽ bị xử tử, sẽ bị tội chết (nếu vi phạm cái gì...)  to be at the pains of doing something  chịu thương chịu khó làm cái gì  to give someone a pain in the neck  quấy rầy ai, chọc tức ai  ngoại động từ  làm đau đớn, làm đau khổ  does your tooth pain you?: răng anh có làm anh đau không?   nội động từ  đau nhức, đau đớn  my arm is paining: tay tôi đang đau nhức đây
418	refuse	r__f__ __ __,  r__f__ __ __d	từ chối, khước từ, cự tuyệt			[rɪ'fjuːz]	"To {{c1::refuse}} something is to say ""no"" to it.→  The dog {{c1::refused}} to play with the cat."			refuse /ri'fju:z/   động từ  từ chối, khước từ, cự tuyệt  to someone's help: không nhận sự giúp đỡ của ai to refuse to do something: từ chối không làm việc gì  chùn lại, không dám nhảy qua (hàng rào) (ngựa thi)  the horse refuses the fence: con ngựa chùn lại không dám nhảy qua hàng rào['refju:s]   danh từ  đồ thừa, đồ thải, đồ bỏ đi; rác rưởi  (địa lý,địa chất) đá thải, bâi thải đá  (kỹ thuật) vật phẩm bỏ đi (của kim loại)
419	though	t__ __ __ __h	cho dù, mặc dù, dẫu cho			[ðəu]	::though}} is used when the second idea makes the first seem surprising.→  {{c1::though}} he was overweight, he liked to be active.			though /ðou/ (tho') /ðou/   liên từ  dù, dù cho, mặc dù, dẫu cho  though it was late we decided to go: mặc dù đã muộn, chúng tôi vẫn quyết định đi  as though  dường như, như thể là  he ran as though the devil were after him: nó chạy như thể có ma đuổi  even though  (xem) even  what though  dù... đi nữa, dù cho  what though the way is long: dù đường có xa đi nữa  phó từ  tuy nhiên, tuy thế, tuy vậy; thế nhưng  I believe him though: tuy vậy tôi tin anh ấy he had promised to come, he didn't though: nó đã hứa đến, thế nhưng nó không đến
420	various	v__ __ __ __ __s	khác nhau; nhiều thứ khác nhau			['veərɪəs]	something is {{c1::various}}, there are many types of it.→  She owned shoes of {{c1::various}} styles.			various /'veəriəs/   tính từ  khác nhau; nhiều thứ khác nhau  known under various names: được biết dưới nhiều tên khác nhau to read various books: đọc nhiều sách khác nhau for various reasons: vì nhiều lý do khác nhau
421	actual	a__ __ __ __ __l	thực tế, có thật, hiện thời; hiện nay			['ækʧuəl]	{{c1::actual}} means that something is real or true.→  This is the {{c1::actual}} sword that the King owned, not a fake one.			actual   actual /'æktjuəl/   tính từ  thật sự, thật, thực tế, có thật  actual capital: vốn thực có an actual fact: sự việc có thật  hiện tại, hiện thời; hiện nay  actual customs: những phong tục hiện thời in the actual states of Europe: trong tình hình hiện nay ở Châu Âu
422	amaze	a__ __z__	làm kinh ngạc, làm sửng sốt			[ə'meɪz]	To {{c1::amaze}} someone is to surprise them very much.→  The news in the paper {{c1::amaze}}d Jack.			amaze   amaze /ə'meiz/   nội động từ  làm kinh ngạc, làm sửng sốt, làm hết sức ngạc nhiên    danh từ  (thơ ca) (như) amazement
